1.0 2.0 5.0
1.0 4.0 4.0
1.0 8.0 3.0
1.0 18.0 5.0
1.0 23.0 3.0
1.0 25.0 5.0
1.0 35.0 3.0
1.0 39.0 2.0
1.0 48.0 5.0
1.0 55.0 3.0
1.0 65.0 1.0
1.0 68.0 3.0
1.0 70.0 5.0
1.0 73.0 4.0
1.0 78.0 3.0
1.0 79.0 4.0
1.0 81.0 4.0
1.0 84.0 4.0
1.0 89.0 5.0
1.0 92.0 3.0
1.0 95.0 5.0
1.0 97.0 5.0
1.0 99.0 3.0
1.0 107.0 5.0
1.0 112.0 4.0
1.0 126.0 5.0
1.0 127.0 5.0
1.0 133.0 5.0
1.0 138.0 5.0
1.0 142.0 4.0
1.0 143.0 5.0
1.0 147.0 5.0
1.0 148.0 1.0
1.0 149.0 5.0
1.0 152.0 5.0
1.0 154.0 4.0
1.0 157.0 5.0
1.0 169.0 5.0
1.0 171.0 4.0
1.0 208.0 3.0
1.0 214.0 5.0
1.0 216.0 3.0
1.0 219.0 5.0
1.0 223.0 4.0
1.0 227.0 4.0
1.0 228.0 5.0
1.0 230.0 3.0
2.0 237.0 5.0
2.0 241.0 3.0
2.0 248.0 4.0
2.0 251.0 5.0
2.0 259.0 5.0
2.0 260.0 4.0
2.0 268.0 2.0
2.0 271.0 5.0
2.0 276.0 4.0
2.0 282.0 5.0
2.0 285.0 5.0
2.0 286.0 5.0
2.0 295.0 4.0
3.0 298.0 5.0
3.0 299.0 4.0
3.0 301.0 5.0
3.0 311.0 5.0
3.0 313.0 4.0
4.0 319.0 4.0
4.0 325.0 5.0
4.0 332.0 5.0
4.0 338.0 4.0
4.0 341.0 4.0
4.0 344.0 4.0
4.0 350.0 5.0
4.0 352.0 5.0
5.0 360.0 5.0
5.0 363.0 3.0
5.0 369.0 4.0
5.0 382.0 4.0
5.0 383.0 5.0
5.0 390.0 1.0
5.0 392.0 4.0
6.0 395.0 5.0
6.0 396.0 5.0
7.0 232.0 4.0
7.0 408.0 4.0
7.0 409.0 2.0
7.0 417.0 2.0
7.0 418.0 5.0
7.0 419.0 5.0
7.0 422.0 4.0
7.0 423.0 5.0
7.0 435.0 4.0
7.0 438.0 5.0
7.0 442.0 5.0
7.0 444.0 3.0
7.0 446.0 4.0
7.0 447.0 4.0
7.0 450.0 5.0
7.0 455.0 4.0
7.0 467.0 5.0
7.0 471.0 5.0
7.0 489.0 4.0
7.0 497.0 1.0
7.0 499.0 5.0
7.0 515.0 4.0
7.0 516.0 4.0
7.0 523.0 5.0
7.0 527.0 5.0
7.0 530.0 5.0
7.0 538.0 4.0
7.0 540.0 4.0
7.0 555.0 4.0
7.0 560.0 3.0
7.0 568.0 4.0
7.0 572.0 4.0
7.0 576.0 4.0
7.0 579.0 4.0
7.0 580.0 4.0
7.0 581.0 4.0
7.0 590.0 4.0
7.0 592.0 2.0
7.0 597.0 4.0
7.0 607.0 1.0
7.0 611.0 4.0
7.0 613.0 4.0
7.0 615.0 4.0
7.0 616.0 4.0
7.0 620.0 4.0
8.0 623.0 1.0
8.0 635.0 5.0
8.0 637.0 4.0
8.0 638.0 4.0
8.0 641.0 4.0
9.0 652.0 4.0
9.0 653.0 4.0
9.0 656.0 3.0
9.0 661.0 5.0
9.0 670.0 4.0
9.0 675.0 4.0
9.0 678.0 4.0
9.0 682.0 1.0
9.0 688.0 1.0
9.0 690.0 2.0
9.0 695.0 4.0
9.0 706.0 3.0
9.0 710.0 5.0
9.0 712.0 4.0
9.0 716.0 2.0
9.0 725.0 5.0
9.0 734.0 5.0
9.0 735.0 1.0
10.0 742.0 4.0
10.0 745.0 5.0
10.0 747.0 2.0
11.0 758.0 4.0
11.0 760.0 3.0
11.0 761.0 4.0
11.0 762.0 3.0
11.0 765.0 5.0
11.0 767.0 5.0
11.0 776.0 2.0
11.0 781.0 2.0
11.0 782.0 2.0
11.0 784.0 5.0
11.0 785.0 5.0
11.0 798.0 5.0
11.0 822.0 5.0
11.0 826.0 4.0
11.0 832.0 1.0
11.0 840.0 4.0
11.0 843.0 5.0
11.0 848.0 4.0
12.0 853.0 5.0
12.0 856.0 5.0
12.0 860.0 5.0
12.0 866.0 4.0
12.0 872.0 5.0
13.0 875.0 5.0
13.0 876.0 4.0
13.0 879.0 4.0
13.0 888.0 5.0
14.0 897.0 5.0
14.0 899.0 5.0
14.0 901.0 4.0
14.0 910.0 5.0
14.0 913.0 3.0
14.0 920.0 3.0
14.0 921.0 5.0
14.0 922.0 1.0
14.0 923.0 3.0
14.0 936.0 3.0
14.0 938.0 3.0
14.0 943.0 2.0
15.0 44.0 5.0
15.0 61.0 5.0
15.0 79.0 4.0
15.0 956.0 1.0
15.0 960.0 1.0
15.0 963.0 3.0
15.0 972.0 5.0
15.0 977.0 5.0
15.0 990.0 4.0
15.0 995.0 2.0
16.0 1003.0 2.0
16.0 1007.0 4.0
16.0 1008.0 4.0
16.0 1009.0 4.0
16.0 1017.0 4.0
16.0 1025.0 1.0
16.0 1026.0 5.0
16.0 1036.0 3.0
16.0 1048.0 5.0
16.0 1049.0 5.0
16.0 1052.0 4.0
16.0 1053.0 3.0
16.0 1056.0 4.0
16.0 1069.0 4.0
16.0 1081.0 3.0
16.0 1083.0 2.0
16.0 1084.0 2.0
16.0 1085.0 4.0
16.0 1091.0 5.0
16.0 1094.0 3.0
16.0 1095.0 4.0
16.0 1104.0 1.0
16.0 1112.0 4.0
16.0 1116.0 2.0
16.0 1121.0 4.0
16.0 1123.0 4.0
18.0 1128.0 3.0
18.0 1132.0 5.0
19.0 1138.0 5.0
19.0 1141.0 5.0
19.0 1146.0 5.0
20.0 1148.0 4.0
20.0 1163.0 5.0
20.0 1167.0 1.0
20.0 1168.0 4.0
20.0 1171.0 5.0
21.0 1182.0 2.0
21.0 1183.0 5.0
21.0 1187.0 4.0
21.0 1190.0 3.0
21.0 1197.0 5.0
22.0 1204.0 3.0
22.0 1206.0 5.0
22.0 1207.0 5.0
23.0 220.0 4.0
23.0 390.0 1.0
23.0 509.0 4.0
23.0 630.0 5.0
23.0 651.0 3.0
23.0 732.0 5.0
23.0 738.0 5.0
23.0 1071.0 4.0
23.0 1095.0 5.0
23.0 1216.0 4.0
23.0 1218.0 5.0
23.0 1223.0 5.0
23.0 1227.0 4.0
23.0 1229.0 5.0
23.0 1237.0 4.0
23.0 1248.0 5.0
23.0 1249.0 5.0
23.0 1251.0 3.0
23.0 1264.0 4.0
23.0 1266.0 5.0
23.0 1270.0 4.0
23.0 1276.0 4.0
23.0 1282.0 5.0
23.0 1284.0 2.0
23.0 1289.0 4.0
23.0 1293.0 4.0
23.0 1305.0 1.0
23.0 1316.0 3.0
23.0 1320.0 5.0
23.0 1321.0 5.0
23.0 1322.0 4.0
23.0 1338.0 5.0
23.0 1341.0 4.0
23.0 1342.0 3.0
23.0 1350.0 4.0
23.0 1368.0 4.0
23.0 1378.0 2.0
23.0 1384.0 3.0
23.0 1385.0 5.0
23.0 1400.0 2.0
23.0 1404.0 4.0
23.0 1407.0 4.0
23.0 1412.0 3.0
23.0 1416.0 1.0
23.0 1418.0 4.0
