1.0 1.0 2.0
1.0 6.0 3.5
3.0 15.0 1.0
3.0 23.0 3.0
3.0 25.0 1.5
3.0 26.0 1.0
3.0 29.0 3.0
3.0 32.0 2.0
3.0 33.0 2.5
3.0 50.0 4.0
3.0 63.0 1.5
3.0 70.0 2.5
3.0 72.0 2.5
3.0 84.0 3.5
3.0 90.0 3.5
3.0 92.0 2.5
3.0 111.0 4.0
3.0 112.0 3.0
3.0 116.0 1.0
3.0 118.0 4.0
3.0 127.0 0.5
3.0 133.0 3.5
3.0 135.0 3.5
3.0 138.0 1.5
3.0 146.0 1.5
3.0 147.0 4.0
3.0 148.0 3.5
3.0 157.0 1.5
3.0 159.0 1.5
3.0 163.0 3.0
3.0 167.0 4.0
3.0 172.0 0.5
3.0 180.0 2.5
3.0 182.0 3.0
3.0 184.0 1.0
3.0 186.0 3.0
3.0 191.0 2.5
3.0 193.0 4.0
3.0 198.0 4.0
3.0 200.0 1.0
3.0 204.0 3.0
4.0 1.0 3.0
6.0 17.0 3.5
7.0 1.0 1.0
7.0 3.0 0.5
7.0 214.0 1.5
10.0 11.0 4.0
11.0 7.0 4.0
12.0 207.0 4.0
13.0 206.0 4.0
13.0 218.0 3.0
13.0 223.0 3.5
13.0 227.0 3.0
14.0 7.0 3.5
14.0 207.0 0.5
15.0 2.0 4.0
16.0 11.0 3.0
16.0 236.0 2.0
19.0 211.0 3.5
19.0 239.0 3.5
20.0 242.0 3.5
21.0 3.0 3.0
21.0 8.0 4.0
21.0 10.0 3.5
21.0 13.0 4.0
21.0 207.0 4.0
21.0 211.0 4.0
21.0 214.0 4.0
21.0 233.0 4.0
21.0 252.0 3.0
21.0 257.0 4.0
22.0 11.0 4.0
22.0 219.0 3.0
23.0 7.0 2.5
25.0 1.0 3.5
25.0 2.0 4.0
25.0 10.0 2.0
25.0 84.0 3.5
25.0 206.0 2.5
25.0 217.0 2.0
25.0 239.0 2.0
25.0 248.0 4.0
26.0 1.0 3.5
27.0 1.0 1.0
27.0 10.0 4.0
27.0 215.0 0.5
27.0 234.0 2.0
27.0 252.0 1.5
28.0 7.0 2.5
28.0 10.0 1.5
28.0 17.0 3.0
28.0 84.0 2.5
28.0 210.0 2.5
28.0 211.0 3.0
28.0 212.0 3.0
28.0 219.0 3.5
28.0 233.0 3.0
29.0 218.0 4.0
29.0 242.0 3.5
29.0 269.0 3.0
29.0 276.0 3.0
29.0 279.0 3.0
29.0 283.0 2.0
29.0 286.0 4.0
29.0 290.0 3.5
29.0 291.0 4.0
29.0 306.0 4.0
30.0 5.0 0.5
30.0 6.0 1.0
30.0 10.0 3.0
30.0 13.0 4.0
30.0 121.0 4.0
30.0 206.0 0.5
30.0 216.0 4.0
30.0 245.0 1.0
30.0 247.0 0.5
30.0 251.0 2.5
30.0 253.0 1.5
31.0 1.0 3.5
31.0 13.0 2.5
32.0 2.0 3.5
33.0 7.0 2.5
33.0 12.0 2.5
33.0 236.0 3.5
34.0 4.0 2.0
34.0 219.0 4.0
34.0 236.0 4.0
34.0 257.0 2.0
35.0 219.0 2.5
36.0 1.0 4.0
36.0 3.0 3.5
36.0 4.0 4.0
36.0 12.0 3.0
36.0 207.0 4.0
36.0 234.0 3.0
37.0 84.0 3.5
37.0 206.0 4.0
37.0 207.0 3.0
37.0 213.0 4.0
37.0 215.0 4.0
37.0 239.0 4.0
37.0 245.0 3.5
37.0 246.0 3.5
37.0 248.0 4.0
37.0 251.0 4.0
38.0 8.0 4.0
38.0 10.0 1.5
38.0 17.0 3.5
38.0 214.0 2.5
38.0 239.0 0.5
38.0 245.0 1.0
38.0 249.0 1.0
38.0 253.0 2.5
38.0 257.0 1.5
38.0 312.0 4.0
39.0 213.0 3.5
39.0 235.0 3.0
39.0 257.0 3.0
42.0 213.0 3.0
43.0 215.0 3.5
45.0 251.0 4.0
46.0 13.0 3.0
46.0 17.0 3.5
46.0 207.0 3.5
46.0 250.0 3.5
47.0 12.0 3.0
47.0 313.0 4.0
48.0 11.0 4.0
49.0 11.0 4.0
50.0 1.0 3.5
50.0 2.0 3.0
50.0 4.0 4.0
50.0 11.0 4.0
50.0 207.0 3.5
50.0 215.0 3.5
50.0 234.0 3.0
50.0 235.0 3.0
51.0 317.0 2.0
51.0 319.0 1.0
51.0 327.0 1.0
51.0 331.0 4.0
51.0 334.0 3.0
52.0 213.0 3.0
53.0 3.0 3.0
53.0 4.0 2.5
53.0 8.0 3.0
53.0 84.0 4.0
53.0 205.0 4.0
53.0 219.0 3.5
53.0 235.0 3.5
53.0 239.0 3.5
53.0 245.0 2.0
53.0 247.0 3.5
53.0 252.0 4.0
54.0 257.0 3.5
55.0 2.0 3.0
55.0 8.0 3.0
55.0 84.0 3.0
55.0 212.0 4.0
55.0 217.0 3.5
56.0 2.0 1.0
56.0 13.0 1.5
56.0 245.0 4.0
56.0 335.0 3.5
56.0 336.0 3.0
56.0 337.0 3.5
60.0 318.0 1.0
61.0 17.0 3.0
63.0 343.0 4.0
64.0 3.0 3.0
64.0 10.0 3.5
64.0 206.0 4.0
64.0 210.0 2.5
64.0 233.0 2.5
64.0 234.0 3.0
64.0 236.0 3.5
64.0 249.0 2.5
64.0 253.0 2.0
64.0 254.0 3.0
64.0 255.0 3.5
65.0 17.0 3.0
65.0 236.0 2.5
66.0 1.0 3.0
66.0 210.0 4.0
67.0 4.0 3.5
67.0 220.0 3.0
67.0 234.0 2.5
67.0 236.0 4.0
67.0 239.0 2.5
68.0 1.0 4.0
68.0 2.0 4.0
68.0 7.0 4.0
68.0 205.0 4.0
68.0 206.0 4.0
68.0 212.0 4.0
68.0 214.0 4.0
68.0 215.0 4.0
68.0 219.0 4.0
68.0 234.0 4.0
68.0 249.0 4.0
69.0 1.0 2.5
69.0 215.0 3.5
69.0 235.0 3.0
70.0 8.0 4.0
70.0 13.0 3.0
70.0 219.0 3.5
71.0 3.0 4.0
72.0 6.0 4.0
72.0 7.0 4.0
72.0 12.0 3.0
72.0 13.0 4.0
72.0 205.0 3.0
72.0 207.0 4.0
72.0 210.0 4.0
72.0 247.0 4.0
72.0 249.0 4.0
72.0 250.0 3.0
72.0 252.0 4.0
73.0 4.0 3.5
73.0 9.0 2.5
73.0 17.0 2.5
73.0 84.0 2.5
73.0 121.0 3.5
73.0 214.0 3.0
73.0 215.0 3.0
73.0 236.0 3.0
73.0 243.0 0.5
73.0 250.0 3.0
75.0 7.0 4.0
75.0 257.0 3.0
78.0 357.0 3.5
78.0 368.0 4.0
78.0 370.0 3.5
78.0 371.0 2.5
78.0 375.0 2.0
78.0 379.0 3.0
78.0 383.0 2.0
79.0 13.0 4.0
79.0 215.0 1.0
79.0 217.0 3.0
79.0 218.0 1.5
79.0 239.0 2.5
79.0 243.0 0.5
79.0 256.0 3.5
79.0 391.0 2.5
79.0 392.0 1.5
79.0 402.0 2.5
79.0 404.0 0.5
79.0 412.0 3.0
79.0 415.0 4.0
79.0 419.0 2.0
79.0 429.0 4.0
79.0 431.0 1.5
79.0 438.0 2.0
79.0 452.0 3.5
79.0 459.0 0.5
79.0 462.0 3.0
79.0 466.0 3.5
79.0 477.0 2.5
79.0 480.0 2.5
79.0 481.0 2.0
79.0 487.0 4.0
79.0 488.0 3.0
79.0 490.0 3.5
79.0 495.0 1.5
79.0 498.0 1.5
79.0 499.0 3.5
79.0 505.0 1.5
79.0 514.0 3.5
79.0 520.0 2.5
80.0 250.0 3.0
80.0 318.0 4.0
80.0 432.0 4.0
81.0 249.0 2.0
81.0 252.0 3.0
81.0 489.0 1.0
81.0 524.0 2.5
81.0 526.0 4.0
81.0 527.0 3.0
81.0 532.0 2.5
81.0 533.0 1.0
81.0 539.0 4.0
82.0 7.0 4.0
82.0 207.0 2.0
83.0 2.0 3.0
83.0 3.0 2.5
83.0 11.0 4.0
83.0 211.0 3.5
83.0 214.0 4.0
83.0 216.0 3.0
83.0 217.0 4.0
83.0 220.0 2.5
83.0 239.0 2.5
83.0 251.0 3.0
83.0 254.0 2.5
84.0 9.0 4.0
84.0 207.0 4.0
84.0 213.0 4.0
84.0 233.0 3.0
84.0 243.0 3.0
85.0 219.0 4.0
85.0 245.0 4.0
85.0 255.0 4.0
86.0 1.0 4.0
86.0 2.0 4.0
86.0 11.0 4.0
86.0 84.0 4.0
86.0 213.0 4.0
86.0 214.0 4.0
86.0 234.0 4.0
86.0 246.0 4.0
86.0 251.0 4.0
86.0 255.0 4.0
87.0 1.0 3.0
88.0 3.0 3.5
88.0 17.0 4.0
89.0 1.0 4.0
90.0 10.0 3.5
91.0 6.0 2.0
91.0 8.0 2.5
91.0 12.0 1.5
91.0 211.0 2.0
91.0 252.0 3.0
91.0 555.0 4.0
91.0 562.0 4.0
91.0 565.0 4.0
91.0 568.0 1.5
92.0 8.0 2.5
92.0 10.0 2.0
92.0 11.0 3.0
92.0 215.0 2.5
92.0 219.0 3.5
93.0 215.0 2.5
94.0 234.0 3.0
94.0 235.0 3.0
95.0 4.0 4.0
95.0 11.0 4.0
95.0 121.0 3.5
95.0 213.0 3.5
95.0 220.0 3.5
95.0 235.0 3.0
95.0 250.0 4.0
95.0 579.0 3.5
96.0 10.0 3.5
96.0 11.0 3.5
96.0 121.0 4.0
96.0 210.0 4.0
96.0 214.0 2.5
96.0 233.0 3.0
96.0 236.0 3.5
96.0 239.0 2.5
96.0 244.0 3.5
96.0 253.0 3.5
97.0 7.0 4.0
97.0 17.0 4.0
97.0 207.0 3.5
97.0 211.0 4.0
97.0 212.0 2.5
97.0 213.0 2.5
97.0 236.0 4.0
97.0 239.0 3.5
97.0 248.0 1.5
97.0 256.0 3.0
98.0 91.0 4.0
98.0 207.0 4.0
98.0 309.0 4.0
98.0 584.0 4.0
98.0 585.0 2.5
98.0 588.0 4.0
98.0 592.0 4.0
98.0 593.0 4.0
99.0 5.0 3.0
99.0 213.0 4.0
99.0 233.0 2.0
99.0 239.0 4.0
102.0 17.0 3.5
102.0 207.0 3.0
103.0 459.0 3.5
104.0 17.0 3.5
104.0 236.0 2.0
105.0 17.0 3.0
105.0 257.0 2.5
106.0 2.0 3.0
106.0 10.0 2.5
107.0 9.0 3.0
107.0 13.0 4.0
107.0 84.0 2.5
107.0 210.0 4.0
107.0 220.0 4.0
107.0 246.0 4.0
108.0 4.0 4.0
109.0 10.0 3.0
109.0 432.0 4.0
109.0 603.0 4.0
110.0 4.0 3.0
110.0 10.0 2.5
110.0 11.0 3.0
111.0 17.0 1.5
111.0 84.0 2.0
111.0 211.0 2.5
111.0 234.0 3.0
111.0 235.0 0.5
111.0 239.0 1.0
111.0 249.0 2.0
111.0 252.0 2.0
111.0 254.0 2.5
111.0 255.0 1.0
112.0 219.0 3.5
112.0 236.0 3.0
112.0 389.0 1.0
114.0 1.0 4.0
114.0 10.0 3.0
114.0 207.0 2.0
114.0 215.0 2.0
114.0 235.0 4.0
114.0 241.0 4.0
115.0 3.0 4.0
115.0 12.0 2.0
115.0 17.0 2.0
115.0 205.0 3.5
115.0 212.0 3.5
115.0 249.0 2.5
116.0 10.0 2.5
116.0 12.0 3.0
116.0 207.0 3.0
116.0 220.0 3.0
116.0 239.0 3.5
116.0 611.0 4.0
117.0 5.0 3.5
117.0 12.0 3.5
117.0 17.0 2.5
118.0 235.0 2.5
119.0 17.0 3.0
119.0 207.0 2.0
120.0 1.0 3.0
120.0 17.0 3.0
120.0 236.0 4.0
120.0 251.0 4.0
121.0 2.0 4.0
121.0 7.0 4.0
121.0 8.0 3.0
121.0 17.0 4.0
121.0 205.0 3.0
121.0 214.0 3.5
121.0 220.0 2.0
121.0 233.0 3.0
121.0 234.0 3.0
122.0 2.0 3.0
122.0 7.0 1.5
122.0 220.0 1.5
122.0 245.0 2.5
123.0 4.0 2.0
123.0 207.0 1.0
124.0 5.0 0.5
124.0 10.0 4.0
124.0 17.0 3.0
124.0 121.0 3.0
124.0 211.0 2.0
124.0 214.0 1.5
124.0 243.0 3.5
124.0 247.0 1.0
124.0 250.0 3.0
124.0 255.0 1.5
125.0 4.0 3.5
125.0 10.0 2.5
125.0 235.0 4.0
125.0 239.0 4.0
126.0 5.0 4.0
126.0 17.0 3.5
126.0 211.0 1.5
126.0 214.0 4.0
126.0 236.0 4.0
127.0 3.0 1.5
127.0 234.0 3.0
127.0 612.0 3.0
128.0 1.0 1.5
128.0 2.0 3.0
128.0 3.0 2.5
128.0 84.0 1.5
128.0 206.0 3.5
128.0 210.0 1.0
128.0 216.0 2.0
128.0 249.0 1.5
128.0 252.0 2.0
128.0 253.0 3.0
128.0 599.0 3.0
128.0 616.0 4.0
129.0 7.0 4.0
129.0 8.0 3.5
129.0 13.0 4.0
129.0 17.0 3.0
129.0 219.0 4.0
129.0 257.0 3.5
130.0 2.0 4.0
130.0 11.0 3.0
130.0 216.0 3.0
130.0 239.0 3.5
133.0 619.0 3.5
134.0 241.0 2.0
135.0 2.0 4.0
135.0 11.0 3.0
136.0 103.0 3.0
136.0 372.0 4.0
136.0 628.0 2.5
136.0 632.0 4.0
136.0 636.0 4.0
136.0 639.0 2.5
136.0 641.0 3.5
136.0 642.0 4.0
136.0 648.0 4.0
137.0 1.0 3.5
137.0 5.0 3.5
137.0 6.0 3.0
137.0 121.0 3.0
137.0 233.0 3.0
137.0 243.0 3.5
137.0 246.0 3.0
137.0 249.0 3.0
137.0 250.0 2.0
137.0 253.0 3.0
138.0 6.0 2.0
138.0 7.0 4.0
138.0 13.0 3.5
138.0 211.0 1.0
138.0 212.0 4.0
138.0 236.0 3.0
138.0 241.0 2.0
138.0 247.0 2.0
138.0 253.0 2.0
139.0 1.0 3.0
139.0 8.0 3.5
139.0 11.0 3.5
